P,x
Genetic_Algorithm,0.22520035618878007
Genetic_Algorithm,0.2231536221653578
Genetic_Algorithm,0.22159912376779847
Genetic_Algorithm,0.23947729747644525
Genetic_Algorithm,0.256010527914157
Genetic_Algorithm,0.23620061641916504
Genetic_Algorithm,0.26090993500464255
Genetic_Algorithm,0.24940828402366863
Genetic_Algorithm,0.2571820816596329
Genetic_Algorithm,0.24402952670429873
Genetic_Algorithm,0.2538137294259334
Genetic_Algorithm,0.2624124513618677
Genetic_Algorithm,0.2687852056541609
Genetic_Algorithm,0.2462751971954426
Genetic_Algorithm,0.2521687107388573
Genetic_Algorithm,0.27322817631806395
Genetic_Algorithm,0.2511046020950206
Genetic_Algorithm,0.2676756985605419
Genetic_Algorithm,0.2577587524843296
Genetic_Algorithm,0.23013923013923013
Genetic_Algorithm,0.2500123572734912
Genetic_Algorithm,0.24962984897838317
Genetic_Algorithm,0.2586286240220893
Genetic_Algorithm,0.2705246831042413
Genetic_Algorithm,0.25461867606342814
Genetic_Algorithm,0.23772148329181744
Genetic_Algorithm,0.21844094148132154
Genetic_Algorithm,0.2787544778175806
Genetic_Algorithm,0.2719354838709677
Genetic_Algorithm,0.2827910097282791
Genetic_Algorithm,0.2756102877070619
Genetic_Algorithm,0.25431142842777416
Genetic_Algorithm,0.26361598999322455
Genetic_Algorithm,0.24623922885935445
Genetic_Algorithm,0.27319866047315544
Genetic_Algorithm,0.2668566001899335
Genetic_Algorithm,0.25417085427135677
Genetic_Algorithm,0.2801284891448826
Genetic_Algorithm,0.23980656172956571
Genetic_Algorithm,0.2384949075820445
Genetic_Algorithm,0.2657629255989912
Genetic_Algorithm,0.2453672261569807
Genetic_Algorithm,0.2296689824274622
Genetic_Algorithm,0.262603187788796
Genetic_Algorithm,0.26649104320337197
Genetic_Algorithm,0.26319075866375274
Genetic_Algorithm,0.2503960396039604
Genetic_Algorithm,0.26729376948686784
Genetic_Algorithm,0.2677748954417915
Genetic_Algorithm,0.2705825710158883
Genetic_Algorithm,0.28315512511896096
Genetic_Algorithm,0.26584673604541154
Genetic_Algorithm,0.28634510869565216
Genetic_Algorithm,0.2623580061206494
Genetic_Algorithm,0.2806569748085673
Genetic_Algorithm,0.25675126903553297
Genetic_Algorithm,0.2725949878738884
Genetic_Algorithm,0.2565298980575138
Genetic_Algorithm,0.2701923076923077
Genetic_Algorithm,0.27722663743491366
Genetic_Algorithm,0.2707998715065853
Genetic_Algorithm,0.26287614988825947
Genetic_Algorithm,0.26476130653266333
Genetic_Algorithm,0.2689281156954487
Genetic_Algorithm,0.26391860161753194
Genetic_Algorithm,0.2605873261205564
Genetic_Algorithm,0.28313927451858484
Genetic_Algorithm,0.27511558335599673
Genetic_Algorithm,0.27442895122348215
Genetic_Algorithm,0.26258955456338906
Genetic_Algorithm,0.26070821091696306
Genetic_Algorithm,0.2673078955712927
Genetic_Algorithm,0.2642219087917254
Genetic_Algorithm,0.2807816142999889
Genetic_Algorithm,0.27849355797819625
Genetic_Algorithm,0.2863288989527314
Genetic_Algorithm,0.2791544787239914
Genetic_Algorithm,0.2831709774941216
Genetic_Algorithm,0.2749361308909061
Genetic_Algorithm,0.2764538696982947
Genetic_Algorithm,0.2940355772584583
Genetic_Algorithm,0.26680029538980904
Genetic_Algorithm,0.27077087794432547
Genetic_Algorithm,0.27162880618656354
Genetic_Algorithm,0.27417606244579357
Genetic_Algorithm,0.293115438108484
Genetic_Algorithm,0.2805168875824968
Genetic_Algorithm,0.28560135516657253
Genetic_Algorithm,0.27654455986878074
Genetic_Algorithm,0.27111921097770153
Genetic_Algorithm,0.26170642106897085
Genetic_Algorithm,0.2708433734939759
Genetic_Algorithm,0.2626713751557956
Genetic_Algorithm,0.28692988427501703
Genetic_Algorithm,0.2812969245314499
Genetic_Algorithm,0.2637259502580948
Genetic_Algorithm,0.26505266467536553
Genetic_Algorithm,0.26733615221987317
Genetic_Algorithm,0.2920154725477744
Genetic_Algorithm,0.28603743708646723
Genetic_Algorithm,0.2826645803062479
Genetic_Algorithm,0.28017504015953026
Genetic_Algorithm,0.3001780415430267
Genetic_Algorithm,0.28379060764181113
Genetic_Algorithm,0.2757605495583906
Genetic_Algorithm,0.2898567335243553
Genetic_Algorithm,0.2871905518964343
Genetic_Algorithm,0.28545628985834415
Genetic_Algorithm,0.28458898328925897
Genetic_Algorithm,0.2671949286846276
Genetic_Algorithm,0.295703010815551
Genetic_Algorithm,0.2795401790648834
Genetic_Algorithm,0.2718039658229889
Genetic_Algorithm,0.27674125950648354
Genetic_Algorithm,0.2755802549852893
Genetic_Algorithm,0.2660424994740164
Genetic_Algorithm,0.27759178969321113
Genetic_Algorithm,0.27214032067147315
Genetic_Algorithm,0.2894089374606626
