P,x
Genetic_Algorithm,3.3912792410898495e-06
Genetic_Algorithm,0.0008322483020752184
Genetic_Algorithm,0.0009053430656457932
Genetic_Algorithm,0.0014393826266811951
Genetic_Algorithm,0.003717547053788143
Genetic_Algorithm,0.0013297714062447106
Genetic_Algorithm,0.002050508715658373
Genetic_Algorithm,0.007539248034604261
Genetic_Algorithm,0.002940905465016252
Genetic_Algorithm,0.0035975414641842567
Genetic_Algorithm,0.0031030570473705088
Genetic_Algorithm,0.0050058100942035446
Genetic_Algorithm,0.002237982882009927
Genetic_Algorithm,0.004759692570692624
Genetic_Algorithm,0.005186844978667728
Genetic_Algorithm,0.0032003843410826163
Genetic_Algorithm,0.005229516108749332
Genetic_Algorithm,0.005253632922678225
Genetic_Algorithm,0.004746665830515958
Genetic_Algorithm,0.004768419298225141
Genetic_Algorithm,0.004996637670233948
Genetic_Algorithm,0.006877721568781855
Genetic_Algorithm,0.0039766982060470265
Genetic_Algorithm,0.007190174361865316
Genetic_Algorithm,0.0027145561335340618
Genetic_Algorithm,0.006435733985793592
Genetic_Algorithm,0.007538261023292945
Genetic_Algorithm,0.007449860912301672
Genetic_Algorithm,0.0058095161845378345
Genetic_Algorithm,0.0065747154896427665
Genetic_Algorithm,0.017258609376510043
Genetic_Algorithm,0.007564304270675932
Genetic_Algorithm,0.004478188380737074
Genetic_Algorithm,0.007509811979565187
Genetic_Algorithm,0.005492293945093824
Genetic_Algorithm,0.0042458022591085436
Genetic_Algorithm,0.01658463562778818
Genetic_Algorithm,0.00923664171814894
Genetic_Algorithm,0.004948537267802875
Genetic_Algorithm,0.01212319029929943
Genetic_Algorithm,0.009776583345029292
Genetic_Algorithm,0.008409092278961394
Genetic_Algorithm,0.015781069629436283
Genetic_Algorithm,0.0148057624328354
Genetic_Algorithm,0.015200600517526261
Genetic_Algorithm,0.013713970830508222
Genetic_Algorithm,0.010763721006092691
Genetic_Algorithm,0.013855386807293235
Genetic_Algorithm,0.010654090494202859
Genetic_Algorithm,0.01679782775392776
Genetic_Algorithm,0.022810515133274867
Genetic_Algorithm,0.029241738604270474
Genetic_Algorithm,0.0502103372183539
Genetic_Algorithm,0.04414999639977029
Genetic_Algorithm,0.020099130124762384
Genetic_Algorithm,0.031583834338923644
Genetic_Algorithm,0.0594214021826682
Genetic_Algorithm,0.0401150271561361
Betweenness_Centrality,0.0594214021826682
Betweenness_Centrality,0.050210337218353884
Betweenness_Centrality,0.04414999639977029
Betweenness_Centrality,0.040115027156136095
Betweenness_Centrality,0.031583834338923644
Betweenness_Centrality,0.02924173860427047
Betweenness_Centrality,0.02281051513327487
Betweenness_Centrality,0.02009913012476238
Betweenness_Centrality,0.0179274194662944
Betweenness_Centrality,0.01782483279684653
Betweenness_Centrality,0.017795369274311846
Betweenness_Centrality,0.017258609376510043
Betweenness_Centrality,0.016797827753927755
Betweenness_Centrality,0.016584635627788183
Betweenness_Centrality,0.015781069629436283
Betweenness_Centrality,0.015200600517526261
Betweenness_Centrality,0.015144692897612938
Betweenness_Centrality,0.0148057624328354
Betweenness_Centrality,0.01385538680729324
Betweenness_Centrality,0.013713970830508222
Betweenness_Centrality,0.013354010478642219
Betweenness_Centrality,0.012666031860039397
Betweenness_Centrality,0.01212319029929943
Betweenness_Centrality,0.01108655004975805
Betweenness_Centrality,0.010763721006092693
Betweenness_Centrality,0.010654090494202859
Betweenness_Centrality,0.010595508371710412
Betweenness_Centrality,0.010280209197999619
Betweenness_Centrality,0.009909001775741501
Betweenness_Centrality,0.009776583345029292
Betweenness_Centrality,0.009236641718148938
Betweenness_Centrality,0.008564308391626526
Betweenness_Centrality,0.008409092278961396
Betweenness_Centrality,0.007870484817694378
Betweenness_Centrality,0.007627975761840512
Betweenness_Centrality,0.007564304270675934
Betweenness_Centrality,0.0075392480346042606
Betweenness_Centrality,0.007538261023292944
Betweenness_Centrality,0.007509811979565187
Betweenness_Centrality,0.007449860912301673
Betweenness_Centrality,0.007436928030879886
Betweenness_Centrality,0.007405020690320694
Betweenness_Centrality,0.007190174361865316
Betweenness_Centrality,0.0071211625448726595
Betweenness_Centrality,0.006877721568781855
Betweenness_Centrality,0.006574715489642766
Betweenness_Centrality,0.006435733985793592
Betweenness_Centrality,0.0059516183231890455
Betweenness_Centrality,0.005927354902853569
Betweenness_Centrality,0.005810343762076614
Betweenness_Centrality,0.0058095161845378345
Betweenness_Centrality,0.0058052170893506455
Betweenness_Centrality,0.005675195280165145
Betweenness_Centrality,0.005492293945093824
Betweenness_Centrality,0.005434351232970695
Betweenness_Centrality,0.005410356064703072
Betweenness_Centrality,0.005253632922678225
Betweenness_Centrality,0.005229516108749332
Betweenness_Centrality,0.005186844978667728
Betweenness_Centrality,0.0050058100942035446
Betweenness_Centrality,0.004996637670233948
Betweenness_Centrality,0.004957428310965246
Betweenness_Centrality,0.004948537267802875
Betweenness_Centrality,0.004907676754687303
Betweenness_Centrality,0.004772322887717866
Betweenness_Centrality,0.004768419298225141
Betweenness_Centrality,0.004759692570692624
Betweenness_Centrality,0.0047466658305159596
Betweenness_Centrality,0.004643534840297314
Betweenness_Centrality,0.004478188380737074
Betweenness_Centrality,0.00444864512895389
Betweenness_Centrality,0.004285381513083612
Betweenness_Centrality,0.004272122166139395
Betweenness_Centrality,0.0042458022591085436
Betweenness_Centrality,0.004165841568004422
Betweenness_Centrality,0.0039766982060470265
Betweenness_Centrality,0.003920629241903221
Betweenness_Centrality,0.003717547053788143
Betweenness_Centrality,0.0035975414641842567
Betweenness_Centrality,0.0035822048902482916
